CO/STATE,RECORDED,DATE,GRANTOR,Address,CITY,GRANTEE,PRICE,TYPE,BUILT,LAND AC,IMP SF,UNITS,LAND SF,$/SF IMP,$/UNIT IMP,$/SF LAND,GARAGE,CAP RATE,NOI,EXP,EGI,OCCUP,Corner Y/N,Reg Site shape,Utilities,Location,Quality,Condition,Description,Comments
AD-CO,2016000024564,4/1/2016,Drake Chambers Shops Two LLC,10439-59 Chambers Rd,Commerce City,P&L Reunion LLC,2590000,Ret,2015,0.57,4926,0,24829,525.7815672,#DIV/0!,104.3126641,0,0.0610,,,,,Y,Y,Y,,,,Ret,"AT&T, Jimmy John's, Little Caesars Pizza"
AD-CO,2016000022532,3/25/2016,Little Technical Center Ltd,15611 E Colfax Ave,Aurora,1403 East 2nd LLC,1970000,Aut,1954,1.82,13307,0,79279,148.0423837,#DIV/0!,24.84888849,0,0.0710,,,,,,,,,,,Aut,Caliber Collision
AD-CO,2016000025292,4/4/2016,Broadstone Avena Investors,S/S 104th Ave 1/4 mi e of Marion,Thornton,Wal Mart Business Tr,1300000,Lnd,,2.54,,,110642,#DIV/0!,#DIV/0!,11.74956436,,,,,,,Y,Y,Y,2,3,,Lnd,Retail pad land
AD-CO,2016000016206,3/2/2016,Chase Partners,11955-65 Tower Rd,Commerce City,William C Farmer,907000,Lnd,,9.43,,,410771,#DIV/0!,#DIV/0!,2.208043999,,,,,,,Y,Y,N,2,3,,Lnd,Res/Ag land
AD-CO,2016000024301,4/1/2016,SW 104th LLC,S/S 104th Ave 325' e of Marion,Commerce City,Brewer Envoy,705672,Lnd,,1.20,,,52272,#DIV/0!,#DIV/0!,13.5,,,,,,,Y,Y,Y,2,3,,Lnd,Daycare pad land
AR-CO,D6029977,3/23/2016,Aurora Hotel Propco LLC,13696 E Iliff Ave,Aurora,Aurora Col Hotel Partners,14800000,Hot,1982,6.15,186678,248,267894,79.2809008,59677.41935,55.24573152,0,,,,,,Y,Y,Y,2,2,2,Hotel,Double Tree Aurora
AR-CO,D6032702,3/31/2016,Syracuse Hill I LLC,6021 S Syracuse Way,Aurora,Melcor Syracuse LLC,10050000,Off,1982,4.56,82659,,198634,121.5838566,#DIV/0!,50.59566961,0,,,,,,Y,Y,Y,3,3,3,Office,Prior sale 12/12 $5.31 mil
AR-CO,D6030866,3/25/2016,Mineral Center Colorado LLC,8000 S Lincoln st & 300 E Mineral,Littleton,Lincoln & Mineral LLC,7950000,Ind,1981,3.19,117721,0,343253,67.53255579,#DIV/0!,23.16077247,0,0.0710,564450,413201,977651,0.7400,Y,Y,Y,3,2,2,MT ind,74% Occup Ask $9.50 NNN $3.51 Exp
AR-CO,D6032633,3/29/2016,D&B Holdings LLC,16891 E Quincy Ave,Aurora,Moorpark Davita,3800000,Ret,2004,0.80,6302,0,34894,602.9831799,#DIV/0!,108.9012438,0,0.0610,231800,0,231800,1.0000,Y,Y,Y,3,2,3,Ret,"Rubios, Panda, Game Stop"
AR-CO,D6032633,3/31/2016,Arapahoe 8006 LLC,8006 E Arapahoe Rd,Centennial,BS Property Investments,3910000,Off,1996,0.76,14100,0,33106,277.3049645,#DIV/0!,118.1054794,0,,,,,1.0000,Y,Y,Y,3,3,3,MT Off,"Urgent Care, Dog groom, Print Connections"
AR-CO,D6032287,3/31/2016,Uhrig Holdings LLC,2950 Umatilla St,Englewood,1235 Delaware LLC,1330000,Ind,1976,0.48,14144,0,21043,94.03280543,#DIV/0!,63.20391579,0,,,,,1.0000,Y,Y,Y,2,2,2,ST ind,"Owner Occup, Ask $8.50 NNN at sale"
AR-CO,D6030597,3/28/2016,Foundation Holdings LLC,7201 S Broadway Blvd,Littleton,Arapahoe Credit Union,1100000,Off,1979,0.80,9137,0,34848,120.3896246,#DIV/0!,31.56565657,0,,,,,1.0000,Y,Y,Y,3,3,3,ST Off,Arapahoe Credit Union
AR-CO,D6033422,4/1/2016,Aurora Cityplace Investors,15 Sable Blvd,Aurora,Sable Properties,715000,Lnd,,1.20,,,52272,#DIV/0!,#DIV/0!,13.67845118,,,,,,,Y,Y,Y,3,3,,Lnd,TOD MF land
BO-CO,03509088,3/30/2016,WS-SML LLC,W/S Rennaissance Dr @ Plateau Rd,Longmont,KB Home Colorado,12210000,Lnd,,67.31,,199,2932024,#DIV/0!,61356.78392,4.164359386,,,,,,,N,Y,Y,3,3,,Lnd,SFR lots
BO-CO,03509746,4/1/2016,Berlin LP,404 Marshall Rd,Superior,BL Buffalo LLC,2160000,Ret,2004,1.01,5898,0,43887,366.2258393,#DIV/0!,49.21730809,0,,,,,1.0000,Y,Y,Y,3,3,3,Ret,Buffalo Wild Wings Rest
BO-CO,03508527,3/28/2016,1830 Holding LLC,1830 55th St,Boulder,Colorado Green Bldg Co,1800000,Ind,1974,0.63,13920,0,27380,129.3103448,#DIV/0!,65.74141709,0,,,,,1.0000,Y,Y,Y,3,3,2,ST ind,Owner Occup purchase
DE-CO,2016037539,3/23/2016,ROCII DPC 1875 Lawrence LLC,1875 Lawrence St,Denver,UCP 1875 Lawrence LLC,63750000,Off,1982,0.58,185737,0,25101,343.2272514,#DIV/0!,2539.739453,208,,,,,1.0000,Y,Y,Y,3,3,3,MT Off,"Fix & Flip, buyer pd $46.7 in 5/14"
DE-CO,2016037539,3/23/2016,Alecta Denver LLC,7800-7900 E Union Ave,Denver,ROCIII DPC Denver Corp Ctr LLC,40540000,Off,1982,13.57,375314,0,591109,108.0162211,#DIV/0!,68.5829285,331,,,,,0.4350,Y,Y,Y,3,3,3,MT Off,"Repostion, 1 bldg vac, excess land"
DE-CO,2016037539,3/23/2016,Foothills Apt Investors LLC,3025 W Floyd Ave,Denver,Star Fielders Creek LLC,32400000,Apt,1983,7.41,163174,217,322780,198.5610453,149308.7558,100.3780908,40,0.0513,1661086,908796,2569882,0.9500,Y,Y,Y,2,2,3,Multi,Prior Sale 6/11 $15.65 mil
DE-CO,2016039089,3/23/2016,Joliet Associates LPA,3900 Joliet St,Denver,Colorado Salt Products,4210000,Ind,1974,7.16,140683,0,311890,29.9254352,#DIV/0!,13.49836609,0,,,,,1.0000,Y,Y,Y,2,1,1,ST ind,Ten purch option from 2011
DE-CO,2016039059,3/29/2016,JDM Equities LLP,5101 E Yale Ave,Denver,JP Yale Street Station,2550000,Lnd,,0.62,,112,27000,#DIV/0!,22767.85714,94.44444444,,,,,,,Y,Y,Y,3,3,,Lnd,"TOD MF land, demo 10,544 SF S.C."
DE-CO,2016036393,3/21/2016,Jaman Solutions,1640 S Federal Blvd,Denver,Elm Creek Partners,2880000,Apt,1961,1.12,30176,40,48787,95.44008484,72000,59.03187721,,,,,,,N,Y,Y,1,1,2,Multi,Prior Sale 10/13 $2.12 mil
DE-CO,2016036868,3/23/2016,4979 W 44th Ave LLC,4979 W 44th Ave,Denver,4979 W 44th Avenue LLC,2100000,Ret,1926,0.54,13092,0,23392,160.4032997,#DIV/0!,89.77428181,0,,,,,1.0000,Y,Y,Y,3,3,3,Ret,2 Sty retail bldg
DE-CO,2016036807,3/22/2016,Jones 2190 LLC,2190 E 18th Ave,Denver,Gaylord 52 LLC,1500000,Lnd,,0.29,,,12500,#DIV/0!,#DIV/0!,120,,,,,,,Y,Y,Y,3,3,,Lnd,"MF land, demo 1,637 SF bldg"
DE-CO,2016036173,3/21/2016,36 Lipan Group LLC,3601 Lipan St,Denver,Sell Now Colorado LLC,1430000,Lnd,,0.36,,,15625,#DIV/0!,#DIV/0!,91.52,,,,,,,Y,Y,Y,3,3,,Lnd,"MF land, demo apts"
DE-CO,2016031794,3/21/2016,Casa Christina LLC,1415 Yosemite St,Denver,B&A Exchange Co,1250000,Apt,1960,1.12,12686,16,9375,98.53381681,78125,133.3333333,,,,,,,N,Y,Y,1,1,2,Multi,Older apts avg area.
DE-CO,2016031306,3/9/2016,KMTJ LLC,7701 E 1st Place,Denver,International School of Denver,850000,Off,2006,0.22,2997,0,9674,283.6169503,#DIV/0!,87.86437875,0,,,,,1.0000,Y,Y,Y,3,3,3,ST Off/Med,Owner Occup condo
DE-CO,2016037063,3/23/2016,2265 Lawrence St LLC,2265 Lawrence St,Denver,Stack Development LLC,700000,Lnd,,0.14,,,6278,#DIV/0!,#DIV/0!,111.5004779,0,,,,,1.0000,Y,Y,Y,3,3,3,Pkg Lot,"Land Value, Demo 1,865 Sf off"
DO-CO,2016018644,3/30/2016,Krier Investments LLC,675 Genoa Way,Castle Rock,Genoa Way LLC,12800000,Ret,2004,2.94,27395,0,128066,467.2385472,#DIV/0!,99.9481519,0,,,,,1.0000,Y,Y,Y,2,3,3,Ret,Bubbles Liquor store
DO-CO,2016012516,3/2/2016,Ridgegate Investments Inc,9980 Trainstation Cir,Lone Tree,IMT Capital III RG,3290000,Lnd,,3.18,,215,138521,#DIV/0!,15302.32558,23.75094571,0,,,,,1.0000,Y,Y,Y,3,3,3,Land,MF TOD land
DO-CO,2016016473,4/1/2016,York Partners LLC,12760 Stroh Ranch Way,Parker,Harwal Inc,1850000,Off,2001,1.21,17474,0,52708,105.8715806,#DIV/0!,35.09930257,0,0.0775,143375,,,0.8600,Y,Y,Y,3,2,2,MT Office,"2 Sty, ask $18-19 SF."
DO-CO,2016016473,3/21/2016,Robert Kramsvogel,312 N Wilcox St,Castle Rock,Niebur Golf Development,600000,Ret,1923,0.07,6000,0,3000,100,#DIV/0!,200,0,,,,,1.0000,Y,Y,Y,3,2,2,ST Office,"2 Sty, Main st location"
JF-CO,2016029081,3/30/2016,SL Apts LLC,6792 W 19th Ave,Lakewood,Aukum-Sloans Lake Investors,32000000,Apt,1985,4.67,140712,192,203425,227.4148616,166666.6667,157.3059778,,,,,,,N,Y,Y,3,2,3,Multi,"Prior Sale 4/12 $17 mil, $1 mil updates"
AD-CO,2016030162,4/19/2016,Highpoint LLC,9701 Pearl St,Thornton,CB Paradise Highpointe LLC,41800000,Apt,2012,7.90,206570,220,344124,202.3527134,190000,121.467843,0,,,,3406776,0.9500,Y,Y,Y,3,3,3,Apts,Highpointe Park Apts
AD-CO,2016030162,4/19/2016,IRT Belle Creek Apartments Colorado,10754-774 Belle Creek Blvd,Henderson,ED Belle LLC,23000000,Apt,2002,3.76,116736,150,163786,197.0257675,153333.3333,140.4274857,0,,,,2334834,0.9500,Y,Y,Y,3,3,3,Apts,Belle Creek Apts
AD-CO,2016028770,4/14/2016,EJW LP Etal,NEC I-25 & E 136th Ave,Thornton,Denver Premium Outlets LLC,13000000,Lnd,,94.16,,,4101610,#DIV/0!,#DIV/0!,3.169487413,0,,,,,,Y,Y,Y,3,3,3,Land,Interchange site for outlet mall
AD-CO,2016000003956,1/19/2016,Zuni Investment Group,5360 Zuni St,Uninc Adams,Cielo Vist Acquistions,5650000,Apt,1973,1.35,41085,54,58806,137.5197761,104629.6296,96.07863143,0,0.0655,370222,267300,637522,0.9500,Y,Y,Y,2,2,2,Apts,Cielo Vista Apts
AR-CO,D6036591,4/14/2016,United Properties Associates LLC,61 Inverness Dr E,Englewood,61 Inverness Associates LLC,10900000,Off,1982,5.02,87199,,218671,125.0014335,#DIV/0!,49.84652757,0,,,,,0.9800,Y,Y,Y,3,3,3,Office,"Rise Broadband, Centura"
AR-CO,D6034841,4/6/2016,PPF AMLI East Ottawa Drive LLC,N/S Ottawa Pl 300' E of Smoky Hill Rd,Aurora,Wheatlands Peak LLC,5000000,Lnd,,21.85,,388,951786,#DIV/0!,12886.59794,5.253281725,0,,,,,,N,Y,Y,3,3,3,Land,Plan 338 unit apartments
AR-CO,D6038612,4/14/2016,NBH Bank,5570 DTC Parkway,Greenwood Village,5570 DTC Parners LLC,4200000,Off,1966,5.04,28000,,219542,150,#DIV/0!,19.13070095,0,,,,,1.0000,Y,Y,Y,3,3,3,MT Office,Dunton Part Owner Occup
AR-CO,D6036591,4/11/2016,Spirit Porperty Investment LLC,19330 E Quincy Ave,Aurora,BAJ Property Investment LLC,4050000,Ret,2006,1.65,15765,0,72007,256.8981922,#DIV/0!,56.24453178,0,0.0832,336829,0,336829,1.0000,Y,Y,Y,2,3,3,MT Ret,"Big 5, Quincy Liquor, Subway"
AR-CO,D6038958,4/14/2016,Evergreen Arapahoe Smoky Hill LLC,25650 E Arapahoe Rd,Aurora,Sudduth Company LLC,2600000,Lnd,2014,1.31,5125,0,57064,507.3170732,#DIV/0!,45.56319615,0,0.0400,104000,0,104000,1.0000,N,Y,Y,3,3,3,Land,"McDonalds Ground lease, 20 yrs, 10% 5 YRS"
AR-CO,D6037202,4/13/2016,Peter Kunzler,7050 S Broadway Blvd,Littleton,Capview Income Value Fund,2100000,Ret,2010,0.86,6124,0,37592,342.9131287,#DIV/0!,55.86294956,0,0.0626,131460,0,131460,1.0000,Y,Y,Y,2,3,3,ST Ret,"Advance Auto, 10 yrs left on 15 yr lse"
AR-CO,D6036591,4/11/2016,Arapahoe Warehouse Buildings,82 Inverness Dr E,Englewood,Heirborn Partners,1800000,Ind,1979,1.09,22336,,47480,80.58739255,#DIV/0!,37.91037986,0,,,,,1.0000,Y,Y,Y,3,2,2,ST Off/Whse,Mountain Man Owner condo
AR-CO,D6036894,4/12/2016,CWGAST Real Estate,3025 W Hampden Ave,Sheridan,Ineternational Union of Elevator,1100000,Ind,1982,0.74,10800,,32234,101.8518519,#DIV/0!,34.12545759,0,,,,,1.0000,Y,Y,Y,2,2,2,Off/Whse,2 sty with drive in to lower level
AR-CO,D6035317,4/6/2016,Carolyn Boucher,3344-50 S Washington St,Englewood,Jaman Solutions,925000,Lnd,0,0.42,0,0,18120,#DIV/0!,#DIV/0!,51.04856512,0,,,,,,N,Y,Y,3,3,3,MF land,2 SFR to be scraped
AR-CO,D6036313,4/4/2016,Colorado Pediatric Pulmonary LLC,7960 S University Blvd,Littleton,Sixtus LLC,725000,Med,2005,0.08,3451,,3451,210.0840336,#DIV/0!,210.0840336,0,,,,,1.0000,Y,Y,Y,2,2,2,ST Off,Med office condo
AR-CO,D6034729,4/4/2016,Young Yi Choi,3020 S Broadway Blvd,Englewood,Wright Motel LLC,718000,Hot,1948,0.29,8588,10,12450,83.60503027,71800,57.67068273,0,,,,,,Y,Y,Y,2,1,1,Hot,Older Wright Motel
BO-CO,,4/14/2016,Longmont Diagonal Investments LLC,1880-80 Industrial Circle,Longmont,1860 Industrial Circle LLC,4400000,Ind,1983-84,3.50,48000,,152460,91.66666667,#DIV/0!,28.86002886,0,,,,,0.7000,Y,Y,Y,3,2,2,MT Off/Whse,Recent lease at $11 SF NNN.
BO-CO,03511562,4/14/2016,New Private Restaurant Properties,988 Dillon Rd,Louisville,MDC Coast 4 LLC,2720000,Ret,1996,1.52,6224,0,66211,437.0179949,0,41.08066309,0,,,,,1.0000,Y,Y,Y,3,3,3,S/T Rest,Outback restaurant 10 yr NNN lse 2016
BO-CO,03511456,4/6/2016,City of Boulder ,3289 Airport Rd,Louisville,Airport Adventures LLC,1300000,Lnd,0,2.48,0,70,108029,#DIV/0!,18571.42857,12.03382802,0,,,,,,Y,Y,Y,2,2,2,Vac lnd,Land for 70 unit apts
BO-CO,03511587,4/7/2016,Karen & David Louis,1610 Canyon Blvd,Boulder,Abboud Properties 1610 LLC,999000,Med,1972,0.17,7314,,7314,136.5873667,#DIV/0!,136.5873667,0,,,,,,Y,Y,Y,2,2,2,ST dent Off,Med dental office owner buy
BO-CO,03512099,4/13/2016,Randolph Enterprises LLC,5485 Conestoga Ct,Boulder,PWP Investments LLC,720000,Ind,1985,1.24,5287,,54014,136.1830906,#DIV/0!,13.32977873,0,,,,,0.2509,Y,Y,Y,2,2,2,MT Off/Whse,2 tenant condo
BO-CO,0351206,4/12/2016,127 Main LLC,127 S Main St,Longmont,Burlington Neighborhood Inc,430000,Lnd,0,0.72,0,0,31229,#DIV/0!,#DIV/0!,13.76925294,0,,,,,,Y,Y,Y,2,2,2,Vac lnd,Hold for MU development
DE-CO,2016050829,4/19/2016,Bannock Associates LP,NWC Bannck St & Speer Blvd,Denver,GUGV Speer Bannock Denver Property ,14800000,Lnd,0,2.22,0,301,96566,#DIV/0!,49169.43522,153.2630532,0,,,,,,Y,Y,Y,3,3,3,Vac MU,Plan 301 unit 16 sty ret/apt
DE-CO,201603960,1/12/2016,Dwelll Apartments LLC,600-624 Pennsylvania St,Denver,JM Pennsylvania LLC,11750000,Apt,1962,0.72,36641,53,31250,320.6790208,221698.1132,376,,0.0582,684305,213325,897630,0.9500,N,Y,Y,3,2,3,Multi,Bldg had major rehab in 2015
DE-CO,2016046234,4/12/2016,Broadway 29 LLC,2901 Broadway Blvd,Denver,,6300000,Lnd,1965,2.44,29084,0,106286,216.6139458,#DIV/0!,59.27381114,,,,,,,Y,Y,Y,3,2,2,Multi,Land assemblage.
DE-CO,2016040759,4/12/2016,BI Commercial Management LLC,3880 Holly St,Denver,William D Moreland etal,5000000,Ind,1965,2.44,40388,0,106286,123.7991483,#DIV/0!,47.04270725,0,,,,,1.0000,Y,Y,Y,2,3,3,ST ind,Rehabbed MMJ sale leaseback.
DE-CO,2016042937,4/4/2016,KRF 4275 LLC,4275 Tennyson St,Denver,Barrett LLC,4400000,Ret,1964,0.44,7348,0,19169,598.8023952,0,229.5372737,0,0.0560,246400,0,246400,1.0000,Y,Y,Y,3,3,3,M/T Rest,Pd $1.2 mil 2013.  Rehab lsd investment.
DE-CO,2016050814,4/18/2016,Morreale Hotels LLC,3015 Colfax Ave,Denver,Inspire Colfax LLC,3550000,Lnd,1956,0.85,50000,0,36966,71,#DIV/0!,96.03419358,,,,,,,Y,Y,Y,3,1,1,Hotel,Land assemblage for MF.
DE-CO,2016044419,4/5/2016,Sunnyside Apartments LLC,411-419 24th St & 2503 Tremont Pl,Denver,Tremont Row LLC,3600000,Apt,1909,0.56,19626,19,24470,183.4301437,189473.6842,147.1189211,,0.0681,245317,76475,321792,0.9500,N,Y,Y,3,2,3,Multi,Row type apts sold off as townhomes.
DE-CO,201604479,3/31/2016,Hasta La Vista LLC,2501 Syracuse St,Denver,Roots to Wings Stapleton Development LLC,3360000,Sch,2005,2.15,10319,0,93619,325.612947,#DIV/0!,35.8901505,0,,,,,,Y,Y,Y,2,3,3,Sch,Primrose School
DE-CO,2016041469,3/31/2016,Cathy Dzung Tran,1345-63 Yosemite St,Denver,UPC Yosemite LLC,3200000,Apt,1969,0.79,28101,47,34375,113.8749511,68085.10638,93.09090909,,0.0000,,,,,N,Y,Y,3,2,3,Multi,Apts Bought for rehab.
DE-CO,2016046443,4/12/2016,Red Rocks Church,455 S Platte River Dr,Denver,Lifescape Development LLC,2870000,Chu,1966,3.44,45902,1000,149846,62.52450874,2870,19.15294595,0,,,,,,Y,Y,Y,2,2,2,Church,Owner purchase.
DE-CO,2016042918,4/4/2016,2465-75 South Gayord St LLC,2465-75 S Gaylord St,Denver,The Flats @ Debber Park LLC,2750000,Apt,1957,0.27,11616,17,11875,236.7424242,161764.7059,231.5789474,,0.0681,187275,68425,287919,0.9500,N,Y,Y,3,2,2,Multi,Value add buy near DU
DE-CO,2016047581,4/13/2016,Medical Building Management,1380 S Santa Fe Dr,Denver,Larry Curtis Etal,1800000,Med,1971,0.76,15381,,33250,117.0275015,#DIV/0!,54.13533835,0,,,,,1.0000,Y,Y,Y,2,2,2,MT Med Off,Med office
DE-CO,2016040759,3/31/2016,North York St LLC,4120 York St,Denver,York Street Partners,1400000,Ind,1954,2.07,58246,0,90013,24.0359853,#DIV/0!,15.55330897,0,,,,,1.0000,N,Y,Y,1,1,1,ST ind,May have environmental issues.
DE-CO,2016042195,3/31/2016,Erika Pozsonyi est,680 Lipan St,Denver,680 Parnters LLC,1290000,Ind,1963,0.73,14906,0,31900,86.54233195,#DIV/0!,40.43887147,0,,,,,1.0000,N,Y,Y,1,1,1,ST ind,Estate sale MMJ bldg.
DE-CO,2016042018,4/1/2016,Cornerstone 5800 LLC,5800 E Evans Ave,Denver,Rajiv  Ansal etal,1300000,Off,1963,0.73,13214,0,31900,98.38050552,#DIV/0!,40.7523511,0,,,,,1.0000,Y,Y,Y,2,2,2,MT Off,Upside bldg with some updates.
DE-CO,2016050795,4/18/2016,A&R Properties LLC,282-296 S Pennsylvania St,Denver,Penn Meda LLC,1150000,Apt,1926,0.25,3800,,10935,302.6315789,#DIV/0!,105.1668953,,,,,,,N,Y,Y,3,2,3,Multi,2 sty retail apt & pkg lot
DE-CO,2016047313,4/8/2016,226 Commerce LLC,4795 Oakland St,Denver,Lee & Susan Graber,1140000,Ind,1973,0.88,11695,0,38240,97.47755451,#DIV/0!,29.81171548,0,,,,,0.0000,Y,Y,Y,2,3,2,ST ind,"Hvy Pwr, drains, 100% AC, stg yd, Ask $7.50 NNN"
DE-CO,2016040801,3/31/2016,St Thomas Baptist Church,12075 E 40th Ave,Denver,40th DD LLC,1050000,Ret,1969,0.70,5922,0,30573,177.3049645,#DIV/0!,34.34402905,0,,,,,0.0000,Y,Y,Y,3,2,2,ST ret,Former bank used as church
DE-CO,2016041468,4/2/2016,Neptune RE Investments,4379 Tejon St,Denver,Tejon Property Partners,800000,Ret,1965,0.36,3800,0,15625,210.5263158,#DIV/0!,51.2,0,,,,,1.0000,Y,Y,Y,2,2,3,ST ret,Sweet Leaf MMJ tenant purchase
DE-CO,2016044924,4/8/2016,Newcorp Group LLP,7327 E Colfax Ave,Denver,JKO Investments LLC,770000,Ret,1942,0.29,1141,0,12600,674.8466258,#DIV/0!,61.11111111,0,0.0520,40040,0,40040,1.0000,N,Y,Y,2,2,3,ST ret,Subway NNN lse franchise
AD-CO,2016000027876,4/12/2016,15135 Burbank Apts LLC,6890 Stuart St,Westminster,MIP III LLLC,8400000,Apt,1974,3.60,66432,112,156816,126.4450867,75000,53.56596266,0,,,,,0.9500,N,Y,Y,2,2,2,MT apt,Buyer intends upgrade.
AD-CO,2016000032476,4/2/2016,Realty Associates  Fund VIII,14402-92 E 33rd Pl,Aurora,IPT Upland DC LLC,6100000,Ind,1979,4.75,100100,0,206910,60.93906094,#DIV/0!,29.48141704,0,,,,,1.0000,Y,Y,Y,2,2,2,MT Ind,"Foam Fabricators & 50,050 SF will ask $4.95 NNN"
AD-CO,2016000028867,4/18/2016,Emerald Isle LLC,6535 York St,Uninc Adams,6535 York LLC,2200000,Ind,1999,2.06,34850,0,89734,63.1276901,#DIV/0!,24.51701481,0,0.0783,172173,68306,240479,0.9500,N,Y,Y,2,2,2,MT Ind,"16 unit MT off/whse & 22 unit 3,900 SF mini stg."
AD-CO,2016000028121,4/14/2016,THF Prairie Center Development LLC,SE/S Medical Ctr Dr & Prairie Ctr Blvd,Brighton,Trismo Brighton III LLC,1300000,Lnd,,2.28,,,99208,#DIV/0!,#DIV/0!,13.10378195,0,,,,,,N,Y,Y,2,2,2,Land,Land pad in Bromley Park
AD-CO,2016000027438,4/12/2016,Armstrong Highpointe LLC,SWC 98th & Washington St,Thornton,FFG Dev LLC,803996,Lnd,,1.06,,,46058,#DIV/0!,#DIV/0!,17.45616397,0,,,,,,Y,Y,Y,2,2,2,Land,Bought for Kneaders pad restaurant
AD-CO,2016000028798,4/15/2016,Marty Farms LLLP,SWC 96th & Yosemite St,Commerce City,WDG Commerce City LLC,702100,Lnd,,1.68,,,73069,#DIV/0!,#DIV/0!,9.608725999,0,,,,,,Y,Y,Y,2,2,2,Land,"Area shown is net usable,  Gross site 2.69 AC"
AD-CO,2016000028399,4/11/2016,LMT LLC,12774 Colorado Blvd B-2,Boulder,MLDN Holdings LLC,510000,Med,2004,0.24,2268,,10372,224.8677249,#DIV/0!,49.17084458,0,,,,,,N,Y,Y,2,2,3,ST med Off,Med condo owner buy
AR-CO,2016057448,4/29/2016,Legacy Village LLC,10550 E Iowa Ave,Aurora,East Iowa Owner LLc,47000000,Apt,2002,14.24,220480,234,620294,213.1712627,200854.7009,75.77047286,185,0.0568,2667488,982800,3650288,0.9500,Y,Y,Y,2,3,3,Apts,Crestone Apts
AR-CO,D6045904,4/29/2016,Woodmere Apartments LLC,3350 S Clarkson St,Englewood,3500  South Clarkson LLC,5280000,Apt,1971,0.51,28214,38,22085,187.1411356,138947.3684,239.0762961,0,,,,,,Y,Y,Y,3,2,2,Apts,Woodmere Apts
AR-CO,D60444387,4/29/2016,Choka LLC,SWC Colfax Ave & Peora St,Aurora,KRF 4275 LLC,3750000,Lnd,,1.77,,,77100,#DIV/0!,#DIV/0!,48.6381323,0,,,,,,Y,Y,Y,3,1,1,Land,Excellent redevelopment corner off Fitzsimmons
AR-CO,D6043875,4/27/2016,Bristol Pointe Holdings LLP,830-94 S Buckley Rd,Aurora,Winter Boat LLC,3600000,Ret,1986,3.64,25727,0,158558,139.930812,#DIV/0!,22.70456816,0,0.0800,288000,0,288000,0.9300,Y,Y,Y,2,2,2,MT ret,7-11 anchored strip center
AR-CO,D6045854,5/3/2016,Spirit Master Funding IX,6139 S Southlands Pkwy,Aurora,Broadridge Apartments LLC,3600000,Ret,2007,3.64,6872,0,158558,523.8649593,#DIV/0!,22.70456816,0,0.0585,210600,0,210600,1.0000,N,Y,Y,3,3,3,ST Rest,"Red Lobster, 18 yr NNN lse"
AR-CO,D6045025,5/2/2016,Sappphire Creek LLC,1510 W Canal Ct,Littleton,Glorycrest Trading Ltd,3000000,Off,1986,1.29,16257,0,56192,184.5358922,#DIV/0!,53.38800265,0,0.0800,240000,130056,370056,1.0000,N,Y,Y,3,3,3,MT Off,Quality building good condition.
AR-CO,D6042114,4/15/2016,ARF Holdings LLC,2261 E Arapahoe Rd,Centennial,LJ Bairn LLC,1420000,Ret,2010,0.40,4564,0,17448,311.1305872,#DIV/0!,81.38468592,0,,,,,1.0000,N,Y,Y,3,3,3,ST Ret,Breakaway team sports
AR-CO,D6042744,4/25/2016,Zaiger & Welch Investments LLC,2420 W Main St,Littleton,2420 Main Street LLC,975000,Ret,1952,0.15,3893,0,6468,250.4495248,#DIV/0!,150.742115,0,,,,,0.0000,N,Y,Y,3,2,2,ST Rest,Joses Mexican to be renovated.
AR-CO,D6044501,4/29/2016,MMD Properties LLC,1860 W Hamilton Pl,Englewood,Acoa Ltd,925000,Ind,1977,0.48,7680,0,21000,120.4427083,#DIV/0!,44.04761905,0,,,,,1.0000,N,Y,Y,2,2,2,ST Ind,Owner occ Awning Co
BO-CO,0356090,4/30/2016,Terrace Heights Care Center Inc,2121 Mesa Drive,Boulder,OHI Asset Mesa LLC,19030000,Sen,1925,2.13,57521,146,92783,330.8356948,130342.4658,205.1026699,0,,,,,,N,Y,Y,2,2,2,MT SNF,Mesa Vista Skilled Nursing
BO-CO,03514936,4/27/2016,Glorycrest Trading Ltd,1453 Broadway,Boulder,Friars Corp,2800000,Apt,1905,0.14,6064,16,6042,461.7414248,175000,463.4227077,0,,,,,,N,Y,Y,3,2,2,MT stud hsg,Former CU fraternity
BO-CO,03514327,4/27/2016,City of Longmont,103 Main St,Longmont,Willow River Properties,901750,Ind,1931,0.85,10910,0,36950,82.65352887,#DIV/0!,24.40460081,0,,,,,1.0000,N,Y,Y,2,2,2,ST ind,"Tenant Purchase, historic bldg"
BO-CO,03514314,4/18/2016,David M Gullikson,4206 Ute Hwy,Lyons,CST Metro LLC,800000,Ret,1990,0.85,1387,0,36950,576.7844268,#DIV/0!,21.65087957,0,,,,,1.0000,N,Y,Y,2,2,2,ST C-store,Tenant Purchase
DE-CO,2016040162,3/31/2016,T-2 Ventures LLC,1905 Sherman St,Denver,Denver Tower LLC,8600000,Off,1975,0.22,54929,0,9375,156.5657485,#DIV/0!,917.3333333,0,,,,,,Y,Y,Y,3,2,2,MT Off,Older updated building.
DE-CO,2016052121,4/20/2016,Talarico Properties,"4900, 4901 & 4980 Brighton Blvd",Denver,51st & Brighton LLC,8500000,Ind,1966,8.09,42770,0,352400,198.7374328,#DIV/0!,24.12029044,0,,,,,0.0000,Y,Y,Y,2,3,2,ST ind,National Western complex assemblage
